Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG
True,True,False,0.012,0.805,0.182,2,0
False,False,False,0.066,0.873,0.061,2,1
True,True,False,0.045,0.817,0.138,2,1
False,False,False,0.264,0.581,0.155,0,1
False,False,False,0.072,0.906,0.022,1,2
False,True,False,0.063,0.699,0.239,0,1
False,False,False,0.055,0.719,0.226,0,2
True,False,False,0.0,0.823,0.177,2,0
True,False,False,0.0,0.682,0.318,0,1
False,False,False,0.094,0.769,0.137,1,1
False,False,False,0.156,0.731,0.113,4,3
False,False,False,0.0,0.862,0.138,1,2
False,False,False,0.0,0.774,0.226,2,1
True,False,False,0.0,0.906,0.094,0,2
False,True,True,0.082,0.804,0.114,7,8
False,False,False,0.084,0.882,0.034,1,5
False,True,True,0.04,0.872,0.088,3,0
False,True,False,0.206,0.739,0.054,0,10
False,False,False,0.023,0.832,0.145,2,2
True,False,False,0.082,0.802,0.116,0,1
False,False,False,0.0,0.885,0.115,1,1
False,False,False,0.052,0.879,0.069,5,1
False,False,False,0.054,0.9,0.046,3,2
False,False,True,0.017,0.904,0.079,1,2
True,False,False,0.049,0.823,0.128,3,1
True,False,False,0.0,0.705,0.295,1,1
False,False,False,0.157,0.843,0.0,0,2
False,False,False,0.044,0.885,0.071,1,2
True,False,False,0.0,0.844,0.156,1,1
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.046,0.751,0.203,0,1
True,False,False,0.0,0.545,0.455,1,0
True,False,False,0.0,0.458,0.542,2,1
False,False,False,0.042,0.911,0.047,1,1
False,False,False,0.0,0.872,0.128,0,0
False,False,False,0.0,0.857,0.143,1,0
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.812,0.188,0,0
False,True,False,0.0,1.0,0.0,0,0
False,False,False,0.052,0.856,0.092,1,1
True,False,False,0.025,0.829,0.146,0,2
False,False,False,0.0,0.743,0.257,0,0
False,False,False,0.0,0.876,0.124,0,0
True,False,False,0.021,0.828,0.151,4,1
False,False,False,0.0,0.975,0.025,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,True,False,0.126,0.72,0.154,4,2
False,True,False,0.0,0.964,0.036,0,1
False,True,False,0.097,0.869,0.034,1,2
True,False,False,0.0,0.882,0.118,0,0
False,False,False,0.219,0.781,0.0,0,1
True,False,False,0.079,0.818,0.103,0,3
True,True,False,0.0,0.77,0.23,3,1
False,False,False,0.084,0.916,0.0,0,1
True,False,False,0.0,0.475,0.525,2,2
True,False,False,0.0,0.775,0.225,0,0
False,True,False,0.059,0.866,0.076,2,10
False,True,False,0.069,0.842,0.089,4,1
False,False,False,0.0,0.811,0.189,0,1
False,False,True,0.06,0.858,0.082,5,1
True,True,False,0.042,0.874,0.084,2,1
True,True,False,0.011,0.904,0.084,2,0
True,False,False,0.064,0.893,0.042,1,1
False,True,False,0.115,0.805,0.08,0,0
True,True,False,0.0,0.646,0.354,2,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.928,0.072,1,1
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.078,0.77,0.151,1,1
True,False,False,0.047,0.796,0.157,4,2
False,False,False,0.097,0.903,0.0,2,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.114,0.829,0.057,0,2
False,False,False,0.142,0.784,0.075,0,1
False,True,False,0.054,0.779,0.167,0,2
False,False,False,0.091,0.909,0.0,2,2
True,False,False,0.093,0.836,0.072,1,3
True,False,False,0.0,0.927,0.073,0,0
False,False,False,0.01,0.928,0.061,4,2
False,True,False,0.058,0.87,0.071,0,3
True,False,False,0.0,0.345,0.655,2,0
True,False,False,0.0,0.73,0.27,2,1
False,False,False,0.0,0.786,0.214,1,0
False,False,False,0.069,0.808,0.123,1,3
False,False,False,0.021,0.889,0.09,3,0
False,False,False,0.07,0.838,0.092,1,0
True,True,False,0.0,0.663,0.337,1,0
True,False,False,0.0,0.976,0.024,3,0
False,False,False,0.036,0.964,0.0,0,1
True,False,False,0.066,0.824,0.11,1,2
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.016,0.836,0.148,7,1
False,False,False,0.027,0.946,0.027,2,0
True,False,False,0.0,0.745,0.255,4,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.225,0.775,0.0,0,1
True,False,False,0.093,0.798,0.109,4,3
False,False,False,0.0,0.898,0.102,0,1
True,True,False,0.084,0.817,0.099,3,1
False,False,False,0.0,1.0,0.0,0,0
False,True,False,0.058,0.92,0.022,2,0
False,False,False,0.028,0.768,0.204,1,0
False,True,False,0.0,0.636,0.364,0,0
False,False,False,0.044,0.911,0.046,1,0
False,True,False,0.028,0.918,0.054,1,5
True,False,False,0.032,0.755,0.213,2,1
True,False,False,0.044,0.928,0.028,0,2
False,False,False,0.0,0.834,0.166,2,1
True,False,False,0.08,0.809,0.111,1,1
False,False,False,0.167,0.833,0.0,0,2
False,False,False,0.0,0.818,0.182,1,1
True,False,False,0.054,0.865,0.081,4,0
True,False,False,0.0,0.842,0.158,2,0
False,False,False,0.0,0.773,0.227,0,0
True,False,True,0.066,0.834,0.1,1,2
False,False,False,0.0,0.926,0.074,1,0
True,True,False,0.161,0.476,0.363,0,1
False,False,False,0.117,0.811,0.072,0,3
False,False,False,0.0,0.931,0.069,0,1
False,False,False,0.099,0.853,0.048,3,6
False,False,False,0.02,0.88,0.1,2,0
True,False,False,0.241,0.648,0.111,0,3
True,True,False,0.018,0.738,0.244,2,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.843,0.157,1,0
False,False,False,0.0,0.891,0.109,0,0
False,True,False,0.074,0.779,0.146,2,3
True,True,False,0.0,0.833,0.167,2,0
False,True,True,0.019,0.859,0.123,1,0
True,True,False,0.0,0.959,0.041,0,0
True,False,False,0.041,0.766,0.192,0,2
False,False,False,0.036,0.855,0.109,1,2
False,False,False,0.0,0.846,0.154,1,2
True,False,False,0.034,0.738,0.228,5,2
False,False,False,0.0,1.0,0.0,0,0
False,True,False,0.0,0.906,0.094,1,1
True,False,False,0.0,0.868,0.132,0,0
False,False,True,0.0,0.939,0.061,1,0
True,True,False,0.0,0.821,0.179,1,0
False,False,False,0.0,0.907,0.093,1,0
True,True,False,0.026,0.79,0.184,3,0
False,False,False,0.0,0.95,0.05,0,2
True,True,False,0.028,0.84,0.131,1,1
True,True,False,0.113,0.788,0.099,1,1
True,False,False,0.057,0.827,0.116,1,1
False,False,False,0.113,0.778,0.108,1,2
True,True,False,0.0,0.799,0.201,1,0
True,True,False,0.0,0.741,0.259,0,0
False,False,False,0.038,0.818,0.144,1,0
True,False,False,0.0,0.832,0.168,2,0
True,False,False,0.0,0.871,0.129,0,0
True,True,False,0.015,0.826,0.159,0,2
True,True,False,0.0,0.56,0.44,0,0
True,True,False,0.0,0.648,0.352,2,1
True,False,False,0.13,0.826,0.044,1,3
False,False,False,0.0,0.898,0.102,0,1
True,False,False,0.069,0.875,0.056,1,4
True,False,False,0.0,0.94,0.06,0,1
False,False,False,0.11,0.792,0.098,1,1
False,False,False,0.047,0.819,0.134,5,3
False,False,False,0.0,0.482,0.518,2,0
True,False,False,0.0,0.66,0.34,3,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.08,0.856,0.065,3,4
True,True,False,0.0,0.775,0.225,2,0
True,False,False,0.056,0.873,0.071,4,4
True,False,False,0.024,0.8,0.176,1,0
False,False,False,0.072,0.928,0.0,0,1
False,True,False,0.019,0.802,0.179,3,0
True,False,False,0.059,0.813,0.128,2,2
True,True,False,0.0,0.672,0.328,3,1
False,False,False,0.0,0.878,0.122,0,0
False,False,False,0.151,0.756,0.093,0,1
False,False,False,0.0,0.889,0.111,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.892,0.108,1,0
False,True,False,0.0,0.879,0.121,0,1
False,True,False,0.017,0.94,0.043,1,1
True,False,False,0.087,0.756,0.157,0,2
False,False,False,0.128,0.722,0.15,0,1
False,True,False,0.029,0.897,0.074,1,1
False,True,True,0.022,0.897,0.081,1,1
True,False,False,0.056,0.9,0.045,1,3
True,True,False,0.0,0.917,0.083,1,1
False,False,False,0.088,0.884,0.028,1,1
False,False,False,0.0,0.75,0.25,0,0
False,False,False,0.0,1.0,0.0,1,1
False,False,False,0.106,0.894,0.0,1,0
True,False,False,0.0,0.883,0.117,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.863,0.137,2,1
True,False,False,0.039,0.831,0.129,5,1
False,False,False,0.0,0.829,0.171,2,1
True,True,True,0.111,0.723,0.167,2,3
True,True,False,0.031,0.84,0.129,1,2
True,False,False,0.118,0.791,0.091,0,0
False,False,False,0.0,0.812,0.188,1,1
False,True,False,0.0,0.686,0.314,0,0
True,False,False,0.051,0.822,0.127,0,1
False,True,False,0.0,1.0,0.0,0,1
False,False,False,0.069,0.931,0.0,1,1
False,False,False,0.103,0.897,0.0,0,2
True,False,False,0.051,0.778,0.17,1,0
False,False,False,0.045,0.955,0.0,1,1
True,False,False,0.014,0.879,0.107,6,1
True,False,False,0.253,0.584,0.162,0,1
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.008,0.828,0.163,3,3
True,False,False,0.0,0.819,0.181,0,1
False,False,False,0.0,0.877,0.123,0,0
True,False,False,0.098,0.699,0.203,1,0
False,False,False,0.151,0.804,0.045,0,1
False,False,False,0.024,0.845,0.131,2,1
False,False,False,0.0,0.821,0.179,0,0
False,False,False,0.0,0.84,0.16,1,0
False,False,False,0.043,0.957,0.0,0,0
True,True,False,0.026,0.856,0.118,4,2
False,True,False,0.052,0.772,0.176,1,0
False,True,True,0.042,0.854,0.105,1,1
True,False,False,0.068,0.853,0.079,3,2
True,False,False,0.166,0.761,0.073,1,6
True,False,False,0.054,0.862,0.084,3,3
True,False,False,0.025,0.762,0.213,2,2
False,False,False,0.0,0.924,0.076,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.903,0.097,1,0
False,False,False,0.0,0.808,0.192,0,0
True,False,False,0.159,0.412,0.429,0,1
True,False,False,0.169,0.375,0.456,0,1
False,False,False,0.058,0.942,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.87,0.13,0,0
False,False,False,0.0,0.832,0.168,2,2
False,False,False,0.133,0.828,0.038,0,4
False,False,False,0.03,0.866,0.104,4,2
True,False,False,0.121,0.756,0.123,2,6
True,False,False,0.057,0.828,0.115,1,1
True,False,False,0.0,0.633,0.367,1,0
False,False,False,0.08,0.874,0.046,0,4
True,False,True,0.032,0.82,0.148,0,1
False,False,False,0.0,0.727,0.273,0,0
True,False,False,0.0,0.616,0.384,0,0
False,False,False,0.0,0.863,0.137,1,1
False,False,False,0.0,0.597,0.403,0,0
True,False,False,0.0,0.81,0.19,4,2
False,False,False,0.094,0.815,0.09,1,2
False,False,False,0.0,0.894,0.106,1,0
False,False,True,0.0,0.916,0.084,1,2
False,True,False,0.0,1.0,0.0,1,1
True,True,False,0.123,0.72,0.156,4,3
False,False,True,0.0,0.96,0.04,0,2
True,False,False,0.067,0.783,0.15,1,4
True,False,True,0.019,0.911,0.07,5,0
False,False,False,0.0,0.887,0.113,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.649,0.351,1,0
False,False,False,0.031,0.86,0.109,1,1
False,False,False,0.072,0.832,0.096,3,2
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.65,0.35,2,1
False,False,False,0.0,0.967,0.033,1,0
True,False,False,0.0,0.781,0.219,1,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.039,0.692,0.269,2,1
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.807,0.193,2,1
False,False,False,0.0,0.843,0.157,0,0
False,False,False,0.0,0.958,0.042,1,0
True,False,False,0.0,0.769,0.231,1,0
True,False,False,0.0,0.884,0.116,0,0
True,False,False,0.047,0.897,0.056,2,2
True,True,False,0.0,0.891,0.109,0,1
False,False,False,0.114,0.789,0.097,3,5
True,False,False,0.093,0.621,0.286,1,1
True,True,False,0.0,0.654,0.346,1,0
False,False,False,0.067,0.933,0.0,0,0
True,False,False,0.121,0.694,0.186,1,1
False,False,False,0.191,0.754,0.056,2,0
False,False,False,0.358,0.563,0.078,1,3
False,False,False,0.086,0.914,0.0,0,0
True,True,False,0.0,0.691,0.309,2,0
False,False,False,0.052,0.897,0.052,0,1
False,False,False,0.27,0.5,0.23,0,1
True,False,False,0.0,0.918,0.082,0,0
False,False,False,0.0,0.938,0.062,0,1
True,True,False,0.0,0.776,0.224,3,1
False,False,False,0.077,0.872,0.051,2,5
False,False,False,0.058,0.849,0.092,1,1
False,False,False,0.0,0.911,0.089,2,1
False,False,False,0.0,0.889,0.111,1,1
True,False,False,0.079,0.779,0.142,1,1
True,True,False,0.061,0.808,0.131,1,2
True,False,False,0.0,0.915,0.085,0,0
True,True,False,0.0,0.921,0.079,0,0
False,False,False,0.076,0.834,0.09,0,0
True,False,False,0.024,0.914,0.062,1,1
True,True,False,0.0,0.594,0.406,1,0
True,False,False,0.0,0.518,0.482,2,2
False,False,False,0.119,0.84,0.041,0,1
True,False,False,0.088,0.792,0.121,0,0
False,False,False,0.22,0.78,0.0,0,1
True,False,False,0.0,0.727,0.273,2,1
True,True,False,0.0,0.905,0.095,6,1
False,False,False,0.124,0.876,0.0,0,1
False,False,False,0.028,0.794,0.178,1,1
False,False,False,0.209,0.706,0.085,2,3
False,False,False,0.185,0.815,0.0,0,3
False,False,False,0.0,0.97,0.03,0,0
False,False,False,0.0,0.921,0.079,0,0
True,True,False,0.0,0.0,1.0,0,0
False,False,True,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.032,0.89,0.078,2,3
True,False,False,0.0,0.286,0.714,0,0
False,False,False,0.068,0.932,0.0,0,0
False,False,False,0.033,0.884,0.083,0,1
False,True,False,0.047,0.785,0.168,2,3
True,False,False,0.127,0.704,0.17,5,4
True,True,False,0.0,0.777,0.223,6,1
True,False,False,0.03,0.858,0.112,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,True,False,0.0,0.739,0.261,0,0
False,False,False,0.04,0.84,0.12,1,1
True,True,False,0.0,0.88,0.12,4,0
True,False,False,0.0,0.948,0.052,1,0
True,False,False,0.0,0.902,0.098,0,0
True,True,False,0.026,0.872,0.102,2,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.424,0.576,1,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.744,0.256,1,0
False,True,False,0.0,1.0,0.0,0,0
False,False,True,0.0,1.0,0.0,0,0
False,True,False,0.03,0.832,0.138,1,1
False,False,False,0.197,0.803,0.0,0,0
True,False,False,0.085,0.787,0.129,6,9
False,False,False,0.251,0.638,0.111,0,2
False,False,False,0.0,0.956,0.044,0,0
False,False,False,0.077,0.815,0.107,1,2
True,False,False,0.045,0.924,0.031,0,1
False,False,False,0.0,0.81,0.19,2,0
True,False,False,0.028,0.755,0.218,3,1
False,False,False,0.0,0.91,0.09,1,2
False,False,False,0.027,0.951,0.022,0,1
False,False,False,0.0,1.0,0.0,0,1
False,False,False,0.015,0.925,0.06,0,0
False,False,False,0.0,0.808,0.192,2,1
False,False,False,0.0,1.0,0.0,0,2
True,False,False,0.063,0.771,0.166,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.899,0.101,1,1
True,False,False,0.0,0.476,0.524,2,0
False,True,False,0.0,0.863,0.137,4,0
True,True,False,0.053,0.792,0.155,1,1
False,False,False,0.0,1.0,0.0,2,0
True,True,False,0.036,0.871,0.093,3,1
False,True,True,0.116,0.848,0.036,0,1
False,False,False,0.108,0.892,0.0,1,1
False,False,False,0.107,0.806,0.087,1,2
False,False,True,0.105,0.815,0.08,1,2
False,False,False,0.068,0.892,0.041,0,3
False,False,False,0.056,0.791,0.153,1,0
False,False,False,0.052,0.837,0.111,1,3
False,False,False,0.006,0.918,0.076,3,1
True,True,False,0.029,0.783,0.188,2,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.703,0.297,1,0
True,False,False,0.0,0.504,0.496,2,0
True,False,False,0.099,0.824,0.077,2,1
False,False,False,0.033,0.801,0.166,2,0
False,True,True,0.061,0.769,0.17,0,0
False,False,False,0.013,0.809,0.177,3,0
True,False,False,0.027,0.866,0.107,4,0
True,False,False,0.0,0.7,0.3,0,0
False,False,False,0.048,0.952,0.0,0,0
True,False,False,0.0,0.701,0.299,0,0
False,False,False,0.022,0.884,0.094,3,2
False,False,False,0.068,0.834,0.097,0,6
False,False,False,0.105,0.775,0.12,2,3
False,False,False,0.0,0.884,0.116,1,1
False,False,False,0.102,0.793,0.106,2,1
True,False,False,0.027,0.901,0.072,1,1
True,True,False,0.05,0.895,0.056,2,2
True,False,False,0.0,0.484,0.516,3,1
False,False,False,0.0,0.794,0.206,0,0
True,True,False,0.0,0.79,0.21,1,1
False,False,False,0.191,0.594,0.214,0,1
False,False,False,0.016,0.882,0.102,2,2
False,False,False,0.128,0.807,0.065,1,4
False,False,False,0.018,0.943,0.039,0,1
False,False,False,0.0,0.845,0.155,2,0
True,False,False,0.166,0.697,0.137,0,1
False,True,False,0.12,0.88,0.0,1,1
False,False,False,0.122,0.806,0.072,2,2
False,False,False,0.0,0.869,0.131,3,1
False,False,False,0.0,0.707,0.293,4,2
False,True,True,0.12,0.83,0.049,3,7
False,True,False,0.032,0.79,0.178,1,1
True,False,False,0.027,0.746,0.228,5,1
True,False,False,0.046,0.859,0.095,1,2
False,False,True,0.117,0.87,0.013,1,3
False,False,False,0.029,0.94,0.031,0,2
False,False,False,0.04,0.907,0.053,1,0
True,True,False,0.0,0.749,0.251,2,1
True,True,False,0.038,0.887,0.075,4,5
True,False,False,0.123,0.798,0.079,1,3
False,True,False,0.128,0.698,0.174,0,0
False,False,False,0.0,0.735,0.265,2,0
False,True,False,0.208,0.631,0.161,0,3
False,False,False,0.0,0.961,0.039,1,0
True,False,False,0.0,0.865,0.135,1,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.58,0.42,0,0
False,False,False,0.0,0.923,0.077,1,0
False,True,False,0.01,0.844,0.147,1,1
True,True,False,0.0,0.855,0.145,0,0
False,False,False,0.0,0.946,0.054,0,0
True,False,False,0.029,0.809,0.162,0,0
False,False,False,0.0,0.915,0.085,1,0
True,True,False,0.017,0.812,0.171,0,1
False,False,False,0.027,0.858,0.115,1,1
True,False,False,0.075,0.883,0.042,0,1
False,False,False,0.067,0.793,0.14,1,1
False,False,False,0.044,0.92,0.036,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.597,0.403,0,0
False,False,False,0.0,0.882,0.118,3,1
False,False,False,0.0,0.901,0.099,1,0
False,False,False,0.0,0.694,0.306,0,1
False,False,False,0.056,0.812,0.132,1,1
True,False,False,0.0,0.884,0.116,0,0
True,False,False,0.0,0.899,0.101,0,0
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.0,0.944,0.056,0,2
True,True,False,0.075,0.804,0.122,0,1
False,False,False,0.028,0.846,0.126,1,1
True,True,False,0.0,1.0,0.0,0,0
True,False,True,0.044,0.824,0.132,1,0
True,True,False,0.0,0.882,0.118,2,0
True,False,False,0.0,0.766,0.234,1,0
True,True,False,0.0,0.665,0.335,3,0
False,False,False,0.041,0.935,0.024,0,0
False,True,False,0.038,0.844,0.119,1,1
False,False,False,0.351,0.649,0.0,0,1
True,True,False,0.0,0.875,0.125,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.974,0.026,1,1
False,False,False,0.0,0.859,0.141,5,0
False,True,False,0.014,0.882,0.104,2,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.901,0.099,0,0
False,False,False,0.0,0.963,0.037,0,0
False,True,False,0.073,0.893,0.034,0,3
False,False,False,0.136,0.846,0.017,0,2
True,False,False,0.215,0.398,0.387,0,1
True,True,False,0.109,0.643,0.247,0,1
False,False,False,0.0,1.0,0.0,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.11,0.89,0.0,0,0
True,False,False,0.0,0.791,0.209,0,0
False,False,False,0.0,0.833,0.167,1,0
False,False,False,0.0,0.907,0.093,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.085,0.8,0.115,2,0
False,False,False,0.0,0.766,0.234,0,0
False,False,False,0.071,0.862,0.068,1,2
True,False,False,0.106,0.878,0.016,4,2
False,False,False,0.036,0.857,0.107,3,2
False,False,False,0.105,0.895,0.0,0,1
True,True,False,0.04,0.83,0.13,1,0
False,False,False,0.022,0.698,0.28,2,0
False,False,False,0.0,1.0,0.0,0,1
True,True,False,0.0,0.895,0.105,1,0
False,True,False,0.051,0.863,0.086,2,0
False,False,False,0.0,0.656,0.344,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.938,0.062,0,0
False,True,False,0.199,0.307,0.494,0,1
True,False,False,0.0,0.908,0.092,0,0
False,True,False,0.029,0.827,0.144,1,3
True,False,False,0.0,0.442,0.558,0,0
True,True,False,0.034,0.914,0.052,0,0
True,False,False,0.019,0.823,0.158,3,1
False,False,False,0.0,0.928,0.072,1,0
False,True,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.937,0.063,0,0
False,False,False,0.0,0.526,0.474,0,0
False,False,False,0.0,0.8,0.2,0,0
True,False,False,0.076,0.825,0.1,0,0
True,True,False,0.026,0.818,0.156,5,3
True,True,False,0.029,0.87,0.101,1,0
False,False,False,0.0,0.935,0.065,1,0
False,False,False,0.0,0.913,0.087,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.235,0.665,0.1,0,1
False,False,False,0.0,0.847,0.153,0,0
False,False,False,0.0,0.864,0.136,2,0
True,False,False,0.0,0.152,0.848,0,0
True,False,False,0.0,0.93,0.07,2,1
False,False,False,0.0,1.0,0.0,0,0
False,True,True,0.028,0.837,0.135,1,2
False,False,False,0.0,0.922,0.078,1,0
False,False,False,0.0,0.822,0.178,0,0
False,False,False,0.081,0.753,0.165,2,2
False,False,False,0.124,0.876,0.0,1,1
True,True,False,0.0,0.774,0.226,0,0
True,True,False,0.057,0.802,0.141,0,0
True,True,False,0.029,0.854,0.117,3,3
True,True,False,0.071,0.779,0.15,1,2
True,True,False,0.0,0.726,0.274,2,0
True,True,False,0.0,0.739,0.261,1,1
True,False,False,0.0,0.862,0.138,1,0
False,False,False,0.0,0.855,0.145,0,0
False,False,False,0.0,0.933,0.067,0,0
False,False,False,0.0,0.788,0.212,1,0
True,False,False,0.031,0.817,0.151,3,0
False,False,False,0.013,0.77,0.217,6,1
True,False,False,0.0,0.886,0.114,1,0
True,False,False,0.0,0.88,0.12,1,1
False,False,False,0.0,0.933,0.067,0,0
False,False,False,0.0,0.621,0.379,0,0
False,False,True,0.0,0.722,0.278,1,0
False,False,False,0.081,0.919,0.0,0,0
False,False,False,0.155,0.845,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.811,0.189,0,0
False,False,True,0.016,0.878,0.105,5,0
False,False,False,0.197,0.803,0.0,0,0
False,False,False,0.0,0.925,0.075,1,1
True,False,False,0.054,0.783,0.163,2,3
False,False,False,0.0,0.961,0.039,0,0
False,False,False,0.0,0.915,0.085,2,2
False,False,False,0.0,0.818,0.182,0,0
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.0,0.849,0.151,0,0
False,False,False,0.05,0.658,0.292,1,0
False,False,False,0.062,0.768,0.169,0,0
False,False,False,0.033,0.892,0.075,3,1
True,False,False,0.0,0.286,0.714,0,0
False,False,False,0.064,0.894,0.042,2,1
True,False,False,0.0,0.857,0.143,1,0
False,False,False,0.064,0.892,0.044,1,1
False,False,False,0.0,0.9,0.1,0,0
True,True,False,0.0,0.743,0.257,1,1
False,False,False,0.15,0.677,0.173,0,0
True,False,False,0.046,0.717,0.238,1,1
False,False,False,0.057,0.769,0.174,2,4
False,False,False,0.392,0.608,0.0,0,3
False,False,False,0.038,0.765,0.197,3,3
False,False,False,0.359,0.641,0.0,1,1
False,True,True,0.0,0.943,0.057,4,1
False,False,False,0.0,0.872,0.128,0,0
False,False,False,0.013,0.95,0.037,1,0
True,True,False,0.0,0.903,0.097,3,1
False,True,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.2,0.8,0,0
False,False,False,0.052,0.847,0.1,1,1
False,False,False,0.0,0.974,0.026,0,1
False,False,False,0.078,0.814,0.108,2,2
False,True,True,0.022,0.859,0.119,1,1
False,False,False,0.102,0.791,0.107,2,0
False,False,False,0.021,0.803,0.176,9,3
False,False,False,0.019,0.949,0.032,2,1
False,True,False,0.087,0.815,0.099,8,5
False,False,False,0.0,0.819,0.181,1,1
True,True,False,0.031,0.83,0.139,5,2
True,False,False,0.09,0.736,0.174,1,2
True,True,False,0.0,0.814,0.186,4,0
True,False,False,0.104,0.763,0.133,1,2
False,False,False,0.0,1.0,0.0,0,1
False,False,False,0.057,0.927,0.015,0,4
True,False,False,0.014,0.84,0.146,0,0
False,False,False,0.0,0.937,0.063,0,0
True,True,False,0.0,0.545,0.455,2,0
True,False,False,0.071,0.862,0.066,1,0
False,True,False,0.0,0.9,0.1,0,0
True,False,False,0.067,0.789,0.143,0,1
False,False,False,0.033,0.787,0.18,1,2
True,False,False,0.058,0.861,0.081,0,0
False,False,False,0.091,0.771,0.138,0,2
True,False,False,0.0,0.0,1.0,0,0
False,False,False,0.134,0.808,0.058,0,0
False,False,False,0.082,0.859,0.059,2,2
False,False,False,0.0,0.698,0.302,0,0
True,True,False,0.01,0.915,0.075,0,1
False,False,True,0.019,0.877,0.104,0,1
True,False,False,0.017,0.848,0.135,6,3
False,False,False,0.0,1.0,0.0,0,1
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.698,0.302,4,2
False,False,False,0.232,0.665,0.103,1,1
True,False,False,0.033,0.899,0.068,4,7
True,True,False,0.04,0.852,0.108,3,2
True,False,False,0.036,0.803,0.161,2,2
True,False,False,0.131,0.804,0.065,0,1
False,False,False,0.0,1.0,0.0,1,0
True,False,False,0.0,0.256,0.744,1,0
False,False,False,0.0,0.869,0.131,2,1
True,True,False,0.0,0.817,0.183,0,1
False,False,False,0.02,0.98,0.0,0,0
True,True,False,0.035,0.804,0.161,1,2
False,False,False,0.035,0.965,0.0,0,0
True,True,False,0.0,0.849,0.151,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.724,0.276,0,0
False,True,True,0.07,0.893,0.036,5,2
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.04,0.866,0.094,1,0
False,False,False,0.0,0.859,0.141,0,0
False,False,False,0.133,0.761,0.107,1,1
True,False,False,0.091,0.793,0.117,8,8
False,False,False,0.043,0.895,0.062,4,2
True,False,False,0.096,0.815,0.088,6,7
False,False,False,0.108,0.812,0.079,1,5
False,False,False,0.0,1.0,0.0,0,2
True,False,False,0.063,0.79,0.146,0,2
False,False,False,0.0,0.893,0.107,1,0
False,False,False,0.0,0.922,0.078,3,0
False,False,False,0.0,0.988,0.012,0,0
True,False,False,0.029,0.804,0.167,2,1
True,False,False,0.045,0.852,0.103,0,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.829,0.171,0,0
False,False,False,0.0,1.0,0.0,1,0
