Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter,Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG,Initial_Utterance_Similarity,Dialog_Similarity,Question_Mark,Duplicate,What,Where,When,Why,Who,How,label
3,0.75,68,38,37,True,True,False,False,0.048,0.927,0.025,1,2,0.2953027499831798,0.4991191754436286,False,False,0,0,0,0,0,0,CQ
4,1.0,36,31,30,False,False,False,False,0.04,0.6459999999999999,0.315,4,1,0.10035175603323347,0.3503024020870033,True,False,0,0,0,0,0,0,PA
1,0.3333333333333333,18,18,18,True,False,False,False,0.0,0.8140000000000001,0.18600000000000003,1,1,1.0,0.0979021132818398,True,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,60,41,36,False,False,False,False,0.0,0.9790000000000001,0.021,0,0,0.10339089221156544,0.08755949441932717,False,False,0,0,0,0,0,1,PA
3,1.0,8,8,8,True,True,True,False,0.0,0.653,0.34700000000000003,0,0,0.0,0.0,False,False,0,0,0,0,0,0,PF
1,0.3333333333333333,36,33,33,True,True,False,False,0.03,0.708,0.263,4,0,1.0,0.2834136044183685,True,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,96,64,60,False,True,False,False,0.0,0.77,0.23,4,2,0.21494775877824707,0.3586994352560634,False,False,0,0,0,0,0,1,IR PA
3,1.0,46,29,24,False,False,False,False,0.0,0.7120000000000001,0.28800000000000003,2,0,0.16257150242838855,0.32040633521287504,False,False,0,0,1,0,0,0,PA
1,0.25,83,64,58,True,True,False,False,0.015,0.894,0.092,1,2,0.999999999999997,0.3692011268535692,True,False,1,1,1,0,0,0,OQ
2,0.5,30,27,27,False,False,True,False,0.05,0.748,0.20199999999999999,0,2,0.1917342095625588,0.3340232839624542,False,False,0,0,0,0,0,0,IR FD
3,0.75,113,75,68,False,False,False,False,0.0,0.8809999999999999,0.11900000000000001,1,0,0.2688696064771764,0.3980955263559864,False,False,0,0,0,0,0,0,PA FD
4,1.0,19,16,16,True,True,True,False,0.0,0.685,0.315,3,0,0.0834142900059414,0.1724352867560417,False,False,1,1,0,0,0,0,PF
1,0.2,29,26,26,True,False,False,False,0.0,0.958,0.042,0,0,1.0000000000000002,0.2995682167943805,True,False,0,0,1,0,0,1,OQ
2,0.4,40,34,33,False,False,False,False,0.033,0.774,0.192,4,2,0.2460505644935788,0.3661901399042841,False,False,0,0,0,0,0,1,IR
3,0.6,23,22,21,True,False,False,False,0.153,0.847,0.0,0,1,0.17014707067265036,0.06628107778652137,False,False,0,0,1,0,0,0,FD
4,0.8,6,6,6,True,False,False,True,0.266,0.7340000000000001,0.0,0,0,0.1211375369630381,0.16035774026434502,False,False,0,0,0,0,0,0,FD
5,1.0,43,35,33,False,False,False,False,0.2,0.645,0.155,3,2,0.11782257487967328,0.3202889366883347,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,27,22,18,True,False,False,False,0.0,1.0,0.0,1,0,1.0000000000000002,0.2312244355787791,False,False,0,0,1,0,0,0,OQ
2,0.6666666666666666,52,44,41,False,False,True,False,0.0,0.9420000000000001,0.057999999999999996,0,1,0.15860444974481108,0.14939351618545602,True,False,0,0,0,1,0,0,PA
3,1.0,13,12,12,False,False,False,True,0.077,0.9229999999999999,0.0,1,0,0.2073746025372144,0.17075446490202434,False,False,0,0,1,0,0,0,RQ
1,0.3333333333333333,36,27,26,True,False,False,False,0.062,0.9159999999999999,0.022000000000000002,0,0,1.000000000000001,0.2822369597539046,True,False,0,0,0,0,1,1,OQ
2,0.6666666666666666,45,34,33,False,False,False,False,0.126,0.6559999999999999,0.217,0,3,0.29422054454165697,0.3891301425206449,False,False,0,0,0,0,0,0,PA
3,1.0,32,25,25,True,False,False,False,0.158,0.706,0.136,0,1,0.10618904516893173,0.2361194453698969,False,False,0,0,0,0,0,1,NF
1,0.2,9,9,9,True,False,False,False,0.0,1.0,0.0,0,0,1.0000000000000004,0.08663834176078848,True,False,0,0,0,1,0,0,OQ
2,0.4,30,24,24,False,False,False,False,0.0,0.78,0.22,1,1,0.19256431313901531,0.3180631911704103,False,False,0,0,0,0,0,0,CQ IR
3,0.6,81,67,64,True,False,True,False,0.128,0.825,0.047,1,2,0.05841294949946076,0.3476152849789395,True,False,0,1,1,0,0,0,FD
4,0.8,100,71,67,False,True,False,False,0.015,0.833,0.152,3,3,0.03414244520629234,0.4108616122006145,True,True,0,0,0,0,0,1,PA
5,1.0,19,18,18,False,False,True,False,0.0,0.8,0.2,0,0,0.0,0.1807781630858641,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,47,30,30,True,False,False,False,0.0,0.919,0.081,0,0,0.9999999999999998,0.41627882206234784,True,False,0,0,0,0,0,0,FD OQ
2,0.6666666666666666,137,82,78,False,False,False,False,0.013000000000000001,0.9420000000000001,0.044000000000000004,2,0,0.3516951080744394,0.4162259477593852,False,True,1,0,0,0,0,1,PA
3,1.0,29,18,18,False,False,False,False,0.047,0.953,0.0,1,0,0.2492573638322553,0.353102102661429,False,False,0,0,0,0,0,0,FQ FD NF
1,0.25,25,17,17,True,True,False,True,0.185,0.727,0.08800000000000001,0,0,0.9999999999999992,0.09957657987776343,False,False,0,0,0,0,0,0,OQ
2,0.5,42,33,33,False,True,True,False,0.04,0.71,0.251,2,1,0.07036280760948738,0.3286197861701082,False,False,0,0,0,0,0,1,PA
3,0.75,10,10,10,False,False,False,False,0.0,1.0,0.0,1,1,0.021462434845048003,0.2030351870265147,False,True,0,0,0,0,0,0,NF
4,1.0,59,46,43,False,True,True,False,0.025,0.77,0.204,2,2,0.10323845115819824,0.3933018013435721,False,False,0,0,0,0,0,0,PA FD
1,0.25,58,44,41,True,False,False,False,0.171,0.75,0.079,0,4,1.0,0.44261397659134144,True,False,0,0,1,0,0,1,OQ
2,0.5,276,144,124,False,True,False,False,0.027000000000000003,0.892,0.08,2,4,0.32436739490193417,0.40549201091985454,False,False,0,0,1,0,0,1,PA IR
3,0.75,79,60,57,False,True,False,False,0.106,0.7909999999999999,0.102,1,2,0.27641006286226605,0.3072012897421917,False,False,0,0,0,0,0,0,CQ FD
4,1.0,22,20,20,False,False,False,False,0.0,0.816,0.184,2,2,0.2192538097949422,0.30172921556374016,True,False,0,0,0,0,0,0,IR
1,0.2,7,7,7,True,False,False,False,0.0,1.0,0.0,0,0,1.0000000000000002,0.19835152130706016,False,False,0,0,0,0,0,1,OQ
2,0.4,54,31,27,False,False,False,False,0.0,1.0,0.0,0,0,0.15370526632020307,0.13343654082950565,True,False,1,0,0,0,0,0,RQ
3,0.6,13,13,13,False,False,False,False,0.0,0.722,0.278,1,0,0.1776699655589871,0.12885468071086592,False,False,0,0,0,0,0,1,PA
4,0.8,5,5,5,True,True,False,False,0.0,0.58,0.42,0,0,0.05573007940993212,0.1102169737984505,False,False,0,0,0,0,0,0,PF
5,1.0,3,3,3,True,True,False,False,0.0,0.341,0.659,1,0,0.05573007940993212,0.1102169737984505,False,False,0,0,0,0,0,0,PF
1,0.125,91,59,53,True,False,False,False,0.062,0.779,0.159,3,3,1.0000000000000009,0.5457725036351028,True,False,1,1,0,0,0,0,OQ
2,0.25,24,21,21,False,False,False,False,0.0,0.826,0.174,1,1,0.19101517695488746,0.3322290686132638,False,False,0,0,0,0,0,0,CQ
3,0.375,50,41,41,False,False,False,False,0.0,0.8190000000000001,0.18100000000000002,2,2,0.10377005986647699,0.2764011814003186,False,False,0,0,0,0,0,0,IR
4,0.5,17,15,15,True,False,False,False,0.13,0.774,0.096,0,1,0.113303071829632,0.19993386128528595,True,False,0,0,0,0,0,1,FQ
5,0.625,167,93,84,True,False,False,True,0.033,0.902,0.065,2,4,0.492901076774401,0.6251594148352974,False,False,0,0,1,0,1,0,FD NF
6,0.75,19,16,16,True,False,False,False,0.32,0.68,0.0,0,2,0.18023303467845744,0.3398395315315583,False,False,0,0,0,1,0,0,FD NF
7,0.875,41,35,34,False,True,False,False,0.038,0.924,0.038,0,1,0.21706804791949247,0.4540894621210837,False,True,0,0,0,0,0,1,PA
8,1.0,12,11,11,True,False,False,False,0.0,1.0,0.0,1,1,0.25168193614175915,0.3863207050306681,True,False,0,0,0,0,0,0,FQ PF
1,0.3333333333333333,47,32,30,True,False,False,False,0.073,0.841,0.086,0,1,1.0000000000000002,0.2358148345841523,False,False,0,0,0,1,0,1,OQ
2,0.6666666666666666,6,6,6,False,False,False,False,0.0,0.698,0.302,0,0,0.09114723234958252,0.1371295135204806,False,False,0,0,0,0,0,0,RQ
3,1.0,38,30,28,False,False,True,False,0.051,0.642,0.307,1,1,0.20088649287289814,0.23038827994095265,False,False,0,0,0,0,0,0,PA
1,0.25,20,19,19,True,False,False,False,0.0,1.0,0.0,1,0,1.0,0.2203492611373588,False,False,0,0,0,0,0,1,OQ
2,0.5,29,22,22,False,False,True,False,0.0,0.727,0.273,0,1,0.10707707416626916,0.16779811424001095,False,False,0,0,0,0,0,0,PA
3,0.75,92,73,66,False,False,True,False,0.068,0.758,0.174,5,2,0.15139935743067193,0.2636786463609796,True,False,0,0,0,0,0,0,FQ
4,1.0,38,31,31,False,False,False,False,0.0,0.7390000000000001,0.261,1,0,0.1567523038774743,0.275471612532706,False,False,0,0,0,0,0,1,PA PF
1,0.2,23,20,20,True,True,False,True,0.033,0.8440000000000001,0.12300000000000001,1,0,1.0000000000000002,0.15134119710532454,True,False,1,1,0,0,0,0,OQ
2,0.4,8,8,8,False,False,False,False,0.0,0.7290000000000001,0.271,0,0,0.06865625609613904,0.07919748184554679,False,False,0,0,0,0,0,1,PA
3,0.6,21,19,19,True,True,True,False,0.16,0.747,0.09300000000000001,0,1,0.03807397988466831,0.044405467917471984,False,False,0,0,0,0,0,0,PF
4,0.8,41,34,34,False,False,False,False,0.027999999999999997,0.794,0.179,3,0,0.13095317988242447,0.10112713668435913,False,False,0,0,0,0,0,1,PA
5,1.0,7,7,7,False,False,False,False,0.0,1.0,0.0,0,0,0.1057924188158158,0.10158899106906097,False,False,0,0,0,0,0,0,RQ
1,0.25,51,41,39,True,True,False,True,0.0,0.941,0.059000000000000004,2,1,1.0000000000000002,0.5346353541010275,True,False,0,0,1,0,0,1,FD OQ
2,0.5,231,143,133,False,True,False,True,0.005,0.8809999999999999,0.114,4,4,0.463279101268495,0.5862403925099788,True,False,0,0,1,0,0,1,FD
3,0.75,17,16,16,False,True,False,False,0.0,0.868,0.132,0,0,0.10928523766098178,0.22812790057940366,True,False,0,0,0,0,0,0,IR
4,1.0,26,22,22,False,False,False,False,0.0,1.0,0.0,0,0,0.2904659370217082,0.3939591106353013,False,False,0,0,0,0,0,0,PA
1,0.25,8,8,8,True,False,False,False,0.0,1.0,0.0,0,0,1.0,0.12283006924200897,True,False,0,0,0,0,0,1,OQ
2,0.5,28,27,26,False,True,True,False,0.0,0.7759999999999999,0.22399999999999998,0,2,0.0855585547747375,0.198291324167801,True,True,0,0,0,0,0,0,CQ
3,0.75,45,33,29,False,False,False,False,0.023,0.894,0.083,1,0,0.15139293108810387,0.20356669714617326,True,True,0,0,0,1,0,0,RQ OQ
4,1.0,22,21,21,False,False,True,False,0.0,0.9390000000000001,0.061,1,0,0.03688569108364145,0.215682129515377,False,True,0,0,0,0,0,0,PA
1,0.25,44,34,33,True,True,True,True,0.0,0.828,0.172,1,0,1.000000000000001,0.39186730343006654,True,False,0,0,0,1,0,0,FD OQ
2,0.5,38,30,30,False,False,True,True,0.0,0.894,0.106,0,1,0.2381639697157505,0.3464683180962496,False,True,0,0,0,0,0,0,PA
3,0.75,26,22,22,True,True,True,False,0.0,0.826,0.174,2,0,0.3200793050030584,0.2983170275645233,False,False,0,0,0,0,0,0,FQ FD
4,1.0,18,17,17,False,True,True,False,0.0,0.769,0.231,0,1,0.16138017473804098,0.31678187836449284,False,True,0,0,0,0,0,0,GG
1,0.125,152,93,78,True,False,False,True,0.129,0.789,0.08199999999999999,0,3,1.0000000000000002,0.4871625934577856,False,False,0,0,1,0,0,0,OQ
2,0.25,109,69,64,False,False,False,False,0.037000000000000005,0.8759999999999999,0.08800000000000001,2,3,0.3450467191385879,0.6046017205276453,False,False,0,0,1,0,0,0,IR PA
3,0.375,123,80,72,True,True,False,True,0.078,0.826,0.096,2,4,0.42546789971446797,0.6281364671206449,False,False,0,0,1,0,0,1,FD
4,0.5,36,29,28,False,False,False,False,0.0,0.6779999999999999,0.322,1,1,0.19651296524041384,0.4955982574056583,True,False,0,0,0,0,0,0,PA
5,0.625,17,14,14,True,False,False,False,0.0,0.8759999999999999,0.124,1,0,0.19617620172587774,0.3893987527592854,False,False,0,0,0,0,0,0,FD
6,0.75,17,16,16,False,False,False,False,0.065,0.8,0.135,1,2,0.1009378063556383,0.2747370385730039,False,False,0,0,0,0,0,0,PA
7,0.875,4,4,4,False,False,False,False,0.35100000000000003,0.649,0.0,0,0,0.0966739645529514,0.1778118167215184,False,True,0,0,0,0,0,0,FD RQ
8,1.0,5,5,5,False,False,False,False,0.0,0.769,0.231,0,0,0.02348256395130261,0.08003663940374882,True,False,0,0,0,0,0,1,IR
1,0.3333333333333333,107,69,66,True,True,False,False,0.039,0.8859999999999999,0.076,3,1,0.9999999999999956,0.32182651973955073,True,False,0,0,1,0,0,1,OQ
2,0.6666666666666666,79,58,58,True,False,False,False,0.102,0.83,0.069,4,1,0.3009180818256287,0.27715442247457245,False,False,0,0,1,0,0,1,FD
3,1.0,12,11,11,False,False,False,False,0.10800000000000001,0.737,0.155,0,1,0.10636187777768744,0.07753710193169935,True,False,0,0,0,0,0,0,RQ OQ
1,0.2,45,34,32,True,False,False,False,0.0,0.903,0.09699999999999999,1,0,1.0000000000000009,0.3200981378111081,True,False,0,0,0,0,0,1,OQ
2,0.4,7,6,6,False,False,False,False,0.0,1.0,0.0,0,0,0.025402753092791712,0.059371998668123926,False,False,0,0,0,0,0,0,PA
3,0.6,29,27,25,False,False,False,False,0.052000000000000005,0.948,0.0,1,2,0.09720046458658034,0.2755655328542391,False,False,0,0,0,0,0,0,PA
4,0.8,25,19,18,True,True,False,False,0.052000000000000005,0.8809999999999999,0.067,0,0,0.1627205649043376,0.3641180597499128,False,False,0,0,0,0,0,1,FQ NF
5,1.0,32,26,25,True,False,False,False,0.0,0.943,0.057,0,1,0.3029454318159748,0.3897846110553869,True,False,0,0,0,0,0,0,FQ
1,0.3333333333333333,39,32,30,True,False,False,False,0.0,0.9740000000000001,0.026000000000000002,0,0,1.0,0.3147430505702455,True,False,0,0,0,1,0,0,OQ
2,0.6666666666666666,75,55,54,False,False,False,False,0.026000000000000002,0.777,0.196,2,3,0.2527535165189209,0.4589871289531409,True,True,0,0,0,0,0,0,PA IR
3,1.0,32,24,23,False,False,False,False,0.047,0.888,0.066,0,0,0.20311398327900365,0.42689442513947934,False,False,0,0,0,0,0,0,PA
1,0.25,17,16,15,True,False,False,False,0.065,0.935,0.0,1,0,1.0,0.2560542629502946,False,False,0,0,0,0,0,0,OQ
2,0.5,55,41,41,False,False,True,False,0.057,0.8009999999999999,0.142,1,1,0.179125107435841,0.4330366198604729,True,False,0,0,0,0,0,1,PA
3,0.75,31,24,24,True,True,False,True,0.071,0.807,0.122,2,0,0.14995369300375935,0.28467255234636263,True,False,0,0,1,0,0,1,FQ
4,1.0,48,39,36,False,True,False,False,0.06,0.6779999999999999,0.263,1,0,0.1444957648919903,0.4921277090687539,False,False,0,0,0,0,0,0,PA
1,0.25,22,20,19,True,False,False,False,0.217,0.7829999999999999,0.0,2,3,1.0000000000000009,0.13277384071656245,True,False,0,0,0,0,0,1,OQ
2,0.5,239,132,123,False,False,False,False,0.051,0.86,0.08900000000000001,4,5,0.08532968325404534,0.3721995441039487,False,False,0,0,0,0,0,1,IR PA
3,0.75,47,40,40,True,True,False,False,0.024,0.746,0.231,5,1,0.09529396464946946,0.27549437729109555,True,True,0,0,1,1,0,0,NF
4,1.0,37,32,31,False,False,False,False,0.06,0.94,0.0,1,1,0.11773739892025735,0.3634994634964249,False,False,0,0,1,0,0,0,PA FD
1,0.3333333333333333,60,49,48,True,False,False,False,0.099,0.863,0.038,2,2,1.0000000000000004,0.2238374733521373,True,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,109,77,75,False,False,False,True,0.047,0.938,0.016,2,1,0.2316613373691264,0.2694314305585125,False,True,1,0,0,0,1,0,PA
3,1.0,10,9,9,True,True,False,False,0.0,0.45,0.55,2,1,0.03116207200581958,0.12638689835009745,False,False,0,0,0,0,0,0,PF
1,0.16666666666666666,47,31,30,True,True,True,False,0.054000000000000006,0.797,0.149,0,1,1.0000000000000002,0.2694551464672356,True,False,0,0,0,0,0,1,OQ
2,0.3333333333333333,16,15,15,False,True,False,False,0.0,0.8540000000000001,0.146,0,0,0.12250689245496572,0.2056006283263147,True,False,0,0,0,0,0,0,IR
3,0.5,2,2,2,True,False,False,False,0.0,1.0,0.0,0,0,0.0,0.05189753842398099,False,False,0,0,0,0,0,0,FD
4,0.6666666666666666,26,25,24,False,False,False,False,0.0,0.871,0.129,1,1,0.05804099194432245,0.12503813342541664,True,False,0,0,0,0,0,0,PA
5,0.8333333333333334,13,12,12,False,False,False,False,0.10099999999999999,0.899,0.0,1,1,0.3246792284818755,0.29772215681106345,False,False,0,0,0,0,0,0,PA
6,1.0,37,32,31,False,False,False,False,0.051,0.9490000000000001,0.0,0,0,0.15123999899689244,0.18623779071660704,False,False,0,0,0,0,0,0,PA
1,0.125,14,14,14,True,False,False,False,0.0,0.7559999999999999,0.244,0,1,1.0,0.18685742976921527,True,False,0,0,0,1,0,0,OQ
2,0.25,8,8,8,False,False,False,False,0.0,1.0,0.0,0,1,0.0696188277763205,0.10688287039949207,True,False,1,0,0,0,0,0,IR
3,0.375,10,9,9,True,False,False,False,0.0,1.0,0.0,0,0,0.03299285022968012,0.1570457836485261,False,False,0,0,0,0,0,0,FD
4,0.5,5,5,5,False,False,False,False,0.0,1.0,0.0,0,0,0.0,0.03197673682172293,True,False,0,0,0,0,0,0,FQ IR
5,0.625,18,16,16,False,False,False,False,0.0,1.0,0.0,0,0,0.053133101408989684,0.15672981364795116,False,False,0,0,0,0,0,0,PA
6,0.75,13,13,13,True,False,False,False,0.0,0.7240000000000001,0.276,1,1,0.17883108330847602,0.2396922228566717,False,False,0,0,0,0,0,0,FD
7,0.875,30,25,25,True,True,False,False,0.0,0.8490000000000001,0.151,1,1,0.07910058935972726,0.2328235536116041,False,False,0,0,0,0,0,0,PA PF
8,1.0,15,12,12,False,False,False,False,0.0,0.629,0.371,2,1,0.2613041995589653,0.2496066022538431,True,False,0,0,0,1,0,0,FQ RQ
1,0.14285714285714285,194,112,102,True,False,False,True,0.057999999999999996,0.875,0.067,6,6,0.9999999999999998,0.5685750809624199,True,False,0,1,1,0,0,1,OQ
2,0.2857142857142857,34,27,27,False,True,True,False,0.121,0.7140000000000001,0.165,0,2,0.2546849965473471,0.6025580431812989,False,False,0,0,0,0,0,0,PA
3,0.42857142857142855,74,56,54,True,False,False,True,0.114,0.8190000000000001,0.066,5,2,0.3873128160281331,0.5923759405620516,True,False,0,0,0,1,0,0,FD
4,0.5714285714285714,51,39,37,False,True,False,False,0.052000000000000005,0.75,0.198,2,1,0.21187620146448868,0.5521226793901265,False,False,0,0,0,0,0,0,PA FD
5,0.7142857142857143,55,42,42,True,False,False,False,0.02,0.838,0.142,3,2,0.3857119931640067,0.6459617633175501,False,False,0,0,0,0,0,0,FQ FD NF
6,0.8571428571428571,65,50,49,False,True,False,False,0.044000000000000004,0.6759999999999999,0.28,8,1,0.1833075458744473,0.4583441980917383,True,False,0,0,0,0,0,1,PA
7,1.0,194,121,117,True,False,False,True,0.054000000000000006,0.809,0.13699999999999998,5,5,0.4107572981907844,0.6565517290317334,True,False,1,1,0,0,1,1,FQ FD NF
1,0.2,53,40,40,True,False,False,False,0.054000000000000006,0.873,0.073,2,1,1.0000000000000002,0.4951275022890053,True,False,0,0,0,0,0,0,OQ
2,0.4,70,52,51,False,False,False,False,0.023,0.88,0.09699999999999999,3,0,0.2868835873841626,0.5040373215613677,False,False,0,0,1,0,0,1,PA
3,0.6,96,65,63,True,True,False,False,0.10800000000000001,0.8009999999999999,0.091,3,3,0.3143286915838389,0.4828099492660219,False,False,0,0,1,0,0,0,FD NF
4,0.8,55,43,40,False,False,False,False,0.025,0.943,0.032,2,1,0.3362219340414205,0.5016610012750276,False,False,0,0,0,0,0,0,PA
5,1.0,11,11,11,False,False,False,False,0.0,1.0,0.0,0,0,0.16710309708159118,0.27981417389929353,True,False,0,0,0,0,0,0,PA FD
1,0.16666666666666666,27,20,20,True,False,False,False,0.28,0.72,0.0,0,1,1.0000000000000002,0.35139614513406003,True,False,0,0,0,0,0,1,OQ
2,0.3333333333333333,107,78,77,False,True,True,False,0.035,0.8220000000000001,0.14300000000000002,5,2,0.1465334510340266,0.5643924861537406,True,False,0,0,1,0,0,0,PA IR
3,0.5,31,25,24,True,True,False,False,0.021,0.659,0.319,1,0,0.5196308276904761,0.4954351957045787,False,False,0,0,0,0,0,0,FQ
4,0.6666666666666666,52,42,39,False,True,False,False,0.0,0.8590000000000001,0.141,3,1,0.08637337649541252,0.4411808155311954,False,True,0,0,0,0,0,0,PA
5,0.8333333333333334,225,132,109,False,False,False,False,0.133,0.768,0.099,5,8,0.3387042305446408,0.5441251416879305,False,False,0,0,0,0,1,0,NF
6,1.0,51,40,38,False,True,False,False,0.057,0.81,0.133,1,2,0.10079332713870964,0.5083858944779787,False,False,0,0,0,0,0,1,PA IR
1,0.25,92,53,51,True,True,True,False,0.036000000000000004,0.884,0.08,0,2,1.0,0.3651026194545568,True,False,0,0,1,0,0,1,FD OQ
2,0.5,99,64,63,False,True,True,False,0.068,0.862,0.071,4,0,0.21800663809678414,0.4542037448236611,False,False,0,0,1,0,0,1,PA
3,0.75,51,41,40,True,True,False,False,0.092,0.765,0.14300000000000002,0,1,0.3865661989160111,0.5449327643958548,True,False,1,0,0,0,0,0,FQ
4,1.0,22,18,17,False,False,False,False,0.092,0.8540000000000001,0.054000000000000006,0,0,0.16753989965509175,0.4656143943656356,False,False,0,0,0,0,0,0,PA
1,0.25,18,15,15,True,True,True,False,0.0,0.879,0.121,1,0,1.0000000000000002,0.2320972422631779,True,False,0,0,0,0,0,1,OQ
2,0.5,26,24,22,False,False,False,False,0.0,0.914,0.086,0,0,0.1111733821307628,0.2603204319581987,False,False,0,1,0,0,0,0,PA
3,0.75,85,60,56,True,True,True,True,0.04,0.816,0.14400000000000002,1,2,0.055957077624806915,0.17416557655836504,False,False,0,0,0,0,0,1,PF
4,1.0,19,18,18,False,False,False,False,0.0,1.0,0.0,0,0,0.5702176872264838,0.2503672749472372,True,False,0,0,0,0,0,1,FQ RQ
1,0.25,15,13,13,True,False,False,False,0.0,0.887,0.113,0,0,1.0000000000000009,0.01914671108106915,True,False,0,0,0,1,0,0,OQ
2,0.5,49,39,38,False,True,True,False,0.024,0.768,0.20800000000000002,1,3,0.017929151256262717,0.3887697723353311,False,False,0,0,0,0,0,1,PA
3,0.75,3,3,3,True,True,False,False,0.0,0.253,0.747,0,0,0.0,0.0,False,False,0,0,0,0,0,0,GG
4,1.0,38,35,34,False,True,True,False,0.0,0.742,0.258,1,0,0.011563880124566958,0.4047792176598897,False,False,0,0,0,0,0,0,PA FD
1,0.25,21,20,20,True,True,True,False,0.0,0.769,0.231,0,0,1.0,0.4042090861648263,False,False,0,0,0,0,0,0,OQ
2,0.5,296,141,118,False,False,False,False,0.006,0.953,0.04,1,1,0.3081119338340349,0.7757941009642456,True,False,0,0,0,0,0,1,PA
3,0.75,416,193,161,False,False,True,False,0.0,0.935,0.065,6,0,0.3418705062171415,0.7824676581729858,False,False,0,0,1,0,0,1,PA
4,1.0,11,11,11,False,False,False,False,0.0,1.0,0.0,0,0,0.20483923566605186,0.2697940218700578,True,False,0,0,0,0,0,1,FQ
1,0.3333333333333333,85,63,59,True,False,False,False,0.096,0.825,0.078,4,2,1.0000000000000004,0.24713951297741424,True,False,1,0,0,0,0,1,OQ
2,0.6666666666666666,20,19,19,True,False,False,False,0.0,1.0,0.0,0,0,0.25103406657706123,0.2729678143856296,False,False,0,0,0,0,0,1,FQ FD
3,1.0,48,38,35,False,False,False,False,0.0,0.7,0.3,4,0,0.1325943234888646,0.1577323415296926,True,False,0,0,0,0,0,0,PA
1,0.2,20,20,20,True,False,False,False,0.122,0.769,0.109,1,1,1.0000000000000002,0.05760743721181159,True,False,0,0,0,0,0,1,OQ
2,0.4,102,73,68,False,True,False,False,0.034,0.736,0.23,3,4,0.07609908981773629,0.24240560374786246,True,False,0,0,1,0,0,0,PA
3,0.6,11,9,9,False,False,False,True,0.479,0.521,0.0,0,1,0.0,0.17138080107508796,False,False,0,0,0,0,0,0,NF
4,0.8,35,27,26,False,True,False,False,0.031,0.6729999999999999,0.29600000000000004,1,1,0.0355787793849651,0.1779799964487656,False,False,0,0,1,0,0,0,IR PA
5,1.0,26,23,22,False,False,False,False,0.0,0.9009999999999999,0.099,0,0,0.0,0.0641302347310652,False,False,0,0,0,0,0,0,FD
1,0.2,143,87,80,True,False,True,False,0.0,1.0,0.0,2,0,1.0,0.3543986484047361,True,True,1,1,1,0,0,1,OQ
2,0.4,30,23,23,False,False,False,False,0.0,0.915,0.085,0,0,0.1007402820243563,0.2120460227562729,False,False,0,0,0,0,0,1,PA
3,0.6,77,50,48,True,True,False,False,0.012,0.8320000000000001,0.156,2,1,0.27673837696964826,0.3102070507720862,False,False,0,0,0,0,0,1,FQ FD
4,0.8,22,20,19,False,False,False,False,0.0,0.9229999999999999,0.077,1,0,0.20896650225477165,0.3126550610608703,False,True,0,0,0,0,0,0,PA
5,1.0,9,9,9,False,False,False,False,0.0,0.821,0.179,0,1,0.2351686836739833,0.197122354125138,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,10,10,10,True,False,False,False,0.0,1.0,0.0,0,0,1.0,0.1605155869008284,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,9,8,8,False,True,False,False,0.185,0.616,0.19899999999999998,0,1,0.0,0.03536439929097829,True,False,0,0,0,0,0,0,CQ IR
3,1.0,64,56,54,False,False,False,False,0.07200000000000001,0.847,0.081,6,2,0.1812804804615114,0.14532350247657488,False,False,0,0,0,0,0,0,NF
1,0.25,16,13,13,True,False,False,False,0.0,1.0,0.0,0,0,1.0000000000000004,0.14655061517509804,False,False,0,0,0,0,0,1,OQ
2,0.5,59,49,47,False,False,False,False,0.0,0.81,0.19,3,2,0.23642776377057065,0.498495449034058,False,False,0,0,0,0,0,1,RQ
3,0.75,7,7,7,True,True,False,False,0.0,0.674,0.326,0,0,0.041844595283142716,0.0965762895426912,False,False,0,0,0,0,0,0,GG
4,1.0,27,24,24,False,False,False,False,0.0,0.6759999999999999,0.324,4,1,0.01495627894555947,0.36360423155673455,False,False,0,0,0,0,0,0,PF
1,0.25,17,17,17,True,False,False,False,0.0,1.0,0.0,0,0,1.0000000000000009,0.14296222044094806,False,False,0,0,1,0,0,0,OQ
2,0.5,135,90,81,False,False,False,False,0.036000000000000004,0.79,0.17300000000000001,3,1,0.16240435250505206,0.14634319000558313,True,False,0,0,0,0,0,0,FQ
3,0.75,48,34,34,False,False,False,False,0.057999999999999996,0.9420000000000001,0.0,0,0,0.013827158557537538,0.0936019027766948,True,False,0,0,0,0,1,0,NF
4,1.0,3,1,1,False,False,False,False,1.0,0.0,0.0,0,0,0.0,0.0260587925801684,False,False,0,0,0,0,0,0,NF
1,0.25,22,21,21,True,True,False,False,0.098,0.797,0.105,0,1,0.9999999999999998,0.2093116093372684,False,False,0,0,0,0,0,0,OQ
